Patient_ID	Sample_ID	Sample_Alias	Cluster_ID	postDP_ccf_mean	postDP_ccf_CI_low	postDP_ccf_CI_high	postDP_ccf_0.0	postDP_ccf_0.01	postDP_ccf_0.02	postDP_ccf_0.03	postDP_ccf_0.04	postDP_ccf_0.05	postDP_ccf_0.06	postDP_ccf_0.07	postDP_ccf_0.08	postDP_ccf_0.09	postDP_ccf_0.1	postDP_ccf_0.11	postDP_ccf_0.12	postDP_ccf_0.13	postDP_ccf_0.14	postDP_ccf_0.15	postDP_ccf_0.16	postDP_ccf_0.17	postDP_ccf_0.18	postDP_ccf_0.19	postDP_ccf_0.2	postDP_ccf_0.21	postDP_ccf_0.22	postDP_ccf_0.23	postDP_ccf_0.24	postDP_ccf_0.25	postDP_ccf_0.26	postDP_ccf_0.27	postDP_ccf_0.28	postDP_ccf_0.29	postDP_ccf_0.3	postDP_ccf_0.31	postDP_ccf_0.32	postDP_ccf_0.33	postDP_ccf_0.34	postDP_ccf_0.35	postDP_ccf_0.36	postDP_ccf_0.37	postDP_ccf_0.38	postDP_ccf_0.39	postDP_ccf_0.4	postDP_ccf_0.41	postDP_ccf_0.42	postDP_ccf_0.43	postDP_ccf_0.44	postDP_ccf_0.45	postDP_ccf_0.46	postDP_ccf_0.47	postDP_ccf_0.48	postDP_ccf_0.49	postDP_ccf_0.5	postDP_ccf_0.51	postDP_ccf_0.52	postDP_ccf_0.53	postDP_ccf_0.54	postDP_ccf_0.55	postDP_ccf_0.56	postDP_ccf_0.57	postDP_ccf_0.58	postDP_ccf_0.59	postDP_ccf_0.6	postDP_ccf_0.61	postDP_ccf_0.62	postDP_ccf_0.63	postDP_ccf_0.64	postDP_ccf_0.65	postDP_ccf_0.66	postDP_ccf_0.67	postDP_ccf_0.68	postDP_ccf_0.69	postDP_ccf_0.7	postDP_ccf_0.71	postDP_ccf_0.72	postDP_ccf_0.73	postDP_ccf_0.74	postDP_ccf_0.75	postDP_ccf_0.76	postDP_ccf_0.77	postDP_ccf_0.78	postDP_ccf_0.79	postDP_ccf_0.8	postDP_ccf_0.81	postDP_ccf_0.82	postDP_ccf_0.83	postDP_ccf_0.84	postDP_ccf_0.85	postDP_ccf_0.86	postDP_ccf_0.87	postDP_ccf_0.88	postDP_ccf_0.89	postDP_ccf_0.9	postDP_ccf_0.91	postDP_ccf_0.92	postDP_ccf_0.93	postDP_ccf_0.94	postDP_ccf_0.95	postDP_ccf_0.96	postDP_ccf_0.97	postDP_ccf_0.98	postDP_ccf_0.99	postDP_ccf_1.0
patient1	p1_t1		1	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1e-45	4.3e-44	1.264e-42	3.3103e-41	7.91294e-40	1.7324316e-38	3.4836396e-37	6.451323e-36	1.1030442e-34	1.7455375e-33	2.5625448e-32	3.4978454e-31	4.448984e-30	5.283967e-29	5.8722283e-28	6.1188624e-27	5.990201e-26	1.2688447e-28	1.1505601e-27	9.796806e-27	7.9702525e-26	6.219306e-25	4.6737997e-24	3.3969995e-23	2.3984275e-22	1.6524626e-21	1.1161907e-20	7.427981e-20	4.8960764e-19	3.2155724e-18	2.11846e-17	1.4107418e-16	9.576965e-16	6.687971e-15	4.848998e-14	3.6820923e-13	2.9506996e-12	2.5099275e-11	2.274228e-10	2.1971478e-09	2.2595296e-08	2.463448e-07	2.829821e-06	3.3985794e-05	0.00042301108	0.0054069	0.070341446	0.9237919
patient1	p1_t2		1	1.0	0.98	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1e-44	1.005e-42	4.1764e-41	1.507731e-39	4.7625314e-38	1.3258323e-36	3.274578e-35	7.219251e-34	1.4287215e-32	2.5515337e-31	4.1319398e-30	6.095001e-29	1.1452342e-29	1.4258932e-28	1.6307904e-27	1.725451e-26	1.6944104e-25	1.5491304e-24	1.3224517e-23	1.05704515e-22	7.931809e-22	5.601523e-21	3.7319756e-20	3.0853637e-25	1.9458785e-24	1.1712161e-23	6.7412203e-23	3.7170535e-22	1.9666795e-21	9.999517e-21	4.8923584e-20	2.3060296e-19	1.0483332e-18	4.601037e-18	1.9513935e-17	8.004872e-17	3.178865e-16	1.2231569e-15	4.564316e-15	1.6533797e-14	5.819675e-14	1.9926161e-13	6.644252e-13	2.1602362e-12	6.8575996e-12	2.1285557e-11	6.470173e-11	1.9292141e-10	5.652502e-10	1.6304041e-09	4.638516e-09	1.3042032e-08	3.6313825e-08	1.00332265e-07	2.7564533e-07	7.54571e-07	2.0625412e-06	5.641323e-06	1.547291e-05	4.2650183e-05	0.00011840846	0.00033181437	0.00094051246	0.0027016855	0.0078786155	0.023357395	0.07047184	0.21652189	0.6776102
patient1	p1_t3		1	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1e-45	4.5e-44	2.368e-42	1.10753e-40	4.568197e-39	1.6686272e-37	5.418857e-36	1.5703516e-34	4.075127e-33	9.500982e-32	1.9963688e-30	3.7916974e-29	6.527944e-28	1.0214383e-26	1.4562445e-25	1.896225e-24	2.2602323e-23	2.4715618e-22	2.4844663e-21	2.3003088e-20	1.9653165e-19	1.5521994e-18	1.1351591e-17	7.699561e-17	4.8510747e-16	2.8432306e-15	1.552383e-14	7.906541e-14	3.7613383e-13	1.6734708e-12	6.9719976e-12	2.7233679e-11	9.986778e-11	3.4427927e-10	1.1174304e-09	3.4208274e-09	9.899191e-09	2.7157055e-08	7.0908875e-08	1.7720991e-07	1.7949493e-10	5.8240865e-09	1.6705753e-08	5.2684854e-08	1.9185316e-07	8.492645e-07	4.7774115e-06	3.5026118e-05	0.00033363703	0.0040009897	0.057487607	0.9381364
patient1	p1_t1		2	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2e-44	5.925e-42	7.70979e-40	9.454098e-38	1.1035697e-35	1.2398791e-33	1.356868e-31	1.4649445e-29	1.581883e-27	1.733666e-25	1.9587412e-23	2.319225e-21	2.926839e-19	4.0036025e-17	6.033096e-15	6.2564054e-13	1.9384797e-10	4.224015e-08	1.0569917e-05	0.003037558	0.996951
patient1	p1_t2		2	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8e-45	3.14e-43	1.0217e-41	3.03832e-40	8.294179e-39	2.0883338e-37	4.8731706e-36	1.0589678e-34	2.1532158e-33	4.1159835e-32	7.4311424e-31	1.2729115e-29	2.0778304e-28	3.2461102e-27	1.3075363e-26	1.8949442e-25	2.6608168e-24	3.633981e-23	4.8460657e-22	6.334295e-21	8.1467216e-20	1.0349821e-18	1.3038715e-17	1.6354408e-16	2.0505444e-15	9.180091e-15	8.8905635e-14	1.5013404e-12	1.9646125e-11	2.625546e-10	3.599062e-09	5.0824294e-08	7.4255087e-07	1.1271272e-05	0.00017846623	0.002958665	0.051526837	0.945323
patient1	p1_t3		2	0.22	0.21	0.22	0.0	0.0	0.0	0.0	0.0	0.0	1.7e-44	9.234126e-34	7.235109e-25	2.1373e-17	4.010938e-33	1.0796438e-27	5.078011e-23	5.487049e-19	1.6848476e-15	1.7398655e-12	6.920902e-10	1.18490064e-07	9.5709875e-06	8.374825e-20	0.008812681	0.11330355	0.8778734	5.7531963e-08	1.8218871e-07	3.8748973e-07	5.6902735e-07	5.91221e-07	4.4417442e-07	2.460086e-07	2.908025e-08	9.205123e-09	2.251445e-09	4.3092693e-10	6.529096e-11	7.912961e-12	7.744677e-13	6.174474e-14	4.04177e-15	2.1881443e-16	9.862471e-18	3.7235308e-19	4.4461835e-23	1.4462707e-22	3.31307e-24	6.484888e-26	1.0889171e-27	1.5745004e-29	1.9669996e-31	2.1299006e-33	2.0047814e-35	1.6447014e-37	1.17889e-39	7.4e-42	4e-44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
patient1	p1_t1		3	0.81	0.64	1.0	1e-40	1e-40	1.00036e-40	1.340283e-38	1.1183906e-34	1.1913901e-31	3.4349608e-29	4.0180253e-27	2.4281218e-25	8.859101e-24	2.1706292e-22	3.853231e-21	5.2414112e-20	5.7008197e-19	5.124591e-18	3.908428e-17	2.5831471e-16	1.5052377e-15	7.844963e-15	3.7009817e-14	1.5965774e-13	6.352857e-13	2.3490504e-12	8.123836e-12	2.6425407e-11	8.12491e-11	2.371612e-10	6.597424e-10	1.7551169e-09	4.4789252e-09	6.2994414e-09	1.4911667e-08	3.411518e-08	7.558829e-08	1.6250068e-07	3.3953623e-07	6.905946e-07	1.3692578e-06	2.649972e-06	7.392949e-07	1.3680309e-06	2.4792828e-06	4.404777e-06	7.678472e-06	1.3144368e-05	2.2113165e-05	3.658669e-05	5.957268e-05	9.552063e-05	0.00015091327	0.00023506107	0.00036114504	0.0005475739	0.0008197168	0.001212088	0.0017710527	0.002558135	0.0036540055	0.0051632053	0.0072196503	0.009989872	0.013695668	0.018591005	0.025001692	0.033319045	0.044012528	0.057639588	0.07485491	0.09641958	0.123208605	4.9891845e-05	6.3216256e-05	7.9642436e-05	9.982276e-05	0.00012455933	0.00015485288	0.0001919757	0.00023757483	0.00029382214	0.0003636299	0.0004509567	0.0005612482	0.00070205494	0.0008839026	0.0011215158	0.0014355216	0.0018548087	0.0024197889	0.0031868888	0.0042346963	0.0056723324	0.0076508713	0.010378772	0.014142685	0.019335533	0.026494026	0.036348984	0.049892113	0.06846493	0.09387651	0.12855889
patient1	p1_t2		3	0.59	0.32	0.93	1e-40	9.158007e-18	3.1919064e-14	3.5228734e-12	9.4574557e-11	1.1699518e-09	8.864933e-09	4.7888378e-08	2.019224e-07	7.0457145e-07	2.4895644e-07	6.6291835e-07	1.5973659e-06	3.539061e-06	7.2995645e-06	1.41548e-05	2.6010639e-05	4.55884e-05	7.66209e-05	0.00012404581	0.00019418384	0.00029488324	0.00043561868	0.00062752963	0.0008833869	0.0012174763	0.0016454083	0.00218383	0.0028500825	0.003661767	0.0046362765	0.0057902746	0.007139167	0.008696568	0.01047379	0.01247934	0.014718566	0.01719323	0.019901328	0.022836838	0.025989713	0.029345881	0.0328874	0.036592662	0.017101474	0.018774128	0.020480808	0.022207804	0.02394079	0.025665082	0.027365867	0.029028371	0.030638264	0.03218177	0.033645827	0.009755246	0.010110155	0.010434111	0.010724848	0.010980489	0.011199602	0.011381167	0.011524642	0.011629861	0.011697112	0.011727068	0.011720806	0.011679744	0.011605652	0.011500597	0.011366925	0.011207241	0.011024359	0.0108213	0.010601234	0.010367495	0.010123528	0.009872921	0.009619304	0.009366439	0.009118133	0.008878298	0.008650907	0.008440039	0.008249882	0.008084708	0.007948973	0.007847275	0.007784395	0.006143873	0.0077955234	0.007880445	0.008026123	0.008238953	0.008525807	0.0088940775	0.0093517825	0.009907594	0.010570947	0.011352105	0.012262233
patient1	p1_t3		3	0.24	0.14	0.8	1e-40	2.2939149e-10	1.6092916e-07	6.3417538e-06	7.6761906e-05	0.0004860368	0.0020406204	0.0064469324	0.01652804	0.036099836	0.0034200826	0.005933231	0.00944634	0.013986611	0.019458529	0.025644677	0.03222735	0.038825773	0.045041043	5.3873496e-11	0.05489653	0.058010306	0.059726737	0.060032994	0.059008103	0.056804255	0.053624906	0.049701415	0.04527215	0.040564496	0.03578193	0.031095382	0.026639225	0.022510827	0.018772839	0.015457484	0.012571844	0.010103562	0.00802623	0.00630438	0.0048976312	0.003763993	0.0028623727	0.0021542849	0.0016049276	0.0011837222	0.0008644627	0.000625166	0.0004477568	0.00031763205	0.00022318984	0.00015535195	0.000107120744	7.317453e-05	4.9520488e-05	3.3201173e-05	2.2053016e-05	1.4511852e-05	9.460438e-06	6.109703e-06	3.908696e-06	2.4769997e-06	1.5548134e-06	9.66629e-07	5.951629e-07	3.628871e-07	2.1909148e-07	1.3096381e-07	7.750001e-08	4.5396483e-08	2.6318208e-08	1.5098783e-08	8.570647e-09	4.812826e-09	2.6731728e-09	1.4682995e-09	7.9740425e-10	4.2808426e-10	2.2712889e-10	1.1907145e-10	6.1663626e-11	3.1537377e-11	1.5925036e-11	7.9372064e-12	3.903536e-12	1.8937102e-12	9.0591776e-13	4.2720108e-13	1.9850938e-13	9.085891e-14	4.094582e-14	1.8160312e-14	7.923279e-15	3.3989836e-15	1.4329476e-15	5.9335796e-16	2.4119038e-16	9.618332e-17	3.7606205e-17	1.440614e-17	5.4032604e-18
patient1	p1_t1		4	0.69	0.68	0.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.2e-44	3.4183e-41	9.99851e-39	2.325027e-36	4.3399173e-34	6.561735e-32	8.1042154e-30	8.240738e-28	6.9505314e-26	4.8962506e-24	2.8997848e-22	1.4526639e-20	6.191322e-19	2.2572837e-17	7.0763075e-16	1.9167509e-14	4.5066552e-13	9.237577e-12	1.6575731e-10	2.5469429e-09	3.636075e-08	4.4773668e-07	4.896762e-06	4.771813e-05	0.00041557848	0.0032439712	0.02275847	0.14387803	0.8217088	6.6661997e-13	5.8232474e-11	2.50261e-10	9.820164e-10	3.5268926e-09	1.1621903e-08	3.5226588e-08	9.846657e-08	2.5451e-07	6.100117e-07	1.3598285e-06	2.8281427e-06	1.6006201e-06	2.927171e-06	5.0462504e-06	8.230996e-06	1.275114e-05	1.8835908e-05	2.664743e-05	3.6284597e-05	4.7844263e-05	6.1570965e-05	7.813077e-05	9.910622e-05	0.00012792707	0.00017192155	0.00024742825	0.0003942611	0.0007219829	0.0015802075	0.004295089
