Patient_ID	Sample_ID	Sample_Alias	Cluster_ID	postDP_ccf_mean	postDP_ccf_CI_low	postDP_ccf_CI_high	postDP_ccf_0.0	postDP_ccf_0.01	postDP_ccf_0.02	postDP_ccf_0.03	postDP_ccf_0.04	postDP_ccf_0.05	postDP_ccf_0.06	postDP_ccf_0.07	postDP_ccf_0.08	postDP_ccf_0.09	postDP_ccf_0.1	postDP_ccf_0.11	postDP_ccf_0.12	postDP_ccf_0.13	postDP_ccf_0.14	postDP_ccf_0.15	postDP_ccf_0.16	postDP_ccf_0.17	postDP_ccf_0.18	postDP_ccf_0.19	postDP_ccf_0.2	postDP_ccf_0.21	postDP_ccf_0.22	postDP_ccf_0.23	postDP_ccf_0.24	postDP_ccf_0.25	postDP_ccf_0.26	postDP_ccf_0.27	postDP_ccf_0.28	postDP_ccf_0.29	postDP_ccf_0.3	postDP_ccf_0.31	postDP_ccf_0.32	postDP_ccf_0.33	postDP_ccf_0.34	postDP_ccf_0.35	postDP_ccf_0.36	postDP_ccf_0.37	postDP_ccf_0.38	postDP_ccf_0.39	postDP_ccf_0.4	postDP_ccf_0.41	postDP_ccf_0.42	postDP_ccf_0.43	postDP_ccf_0.44	postDP_ccf_0.45	postDP_ccf_0.46	postDP_ccf_0.47	postDP_ccf_0.48	postDP_ccf_0.49	postDP_ccf_0.5	postDP_ccf_0.51	postDP_ccf_0.52	postDP_ccf_0.53	postDP_ccf_0.54	postDP_ccf_0.55	postDP_ccf_0.56	postDP_ccf_0.57	postDP_ccf_0.58	postDP_ccf_0.59	postDP_ccf_0.6	postDP_ccf_0.61	postDP_ccf_0.62	postDP_ccf_0.63	postDP_ccf_0.64	postDP_ccf_0.65	postDP_ccf_0.66	postDP_ccf_0.67	postDP_ccf_0.68	postDP_ccf_0.69	postDP_ccf_0.7	postDP_ccf_0.71	postDP_ccf_0.72	postDP_ccf_0.73	postDP_ccf_0.74	postDP_ccf_0.75	postDP_ccf_0.76	postDP_ccf_0.77	postDP_ccf_0.78	postDP_ccf_0.79	postDP_ccf_0.8	postDP_ccf_0.81	postDP_ccf_0.82	postDP_ccf_0.83	postDP_ccf_0.84	postDP_ccf_0.85	postDP_ccf_0.86	postDP_ccf_0.87	postDP_ccf_0.88	postDP_ccf_0.89	postDP_ccf_0.9	postDP_ccf_0.91	postDP_ccf_0.92	postDP_ccf_0.93	postDP_ccf_0.94	postDP_ccf_0.95	postDP_ccf_0.96	postDP_ccf_0.97	postDP_ccf_0.98	postDP_ccf_0.99	postDP_ccf_1.0
patient1	p1_t1		1	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.4e-44	1.6902e-41	2.24649e-40	3.4437748e-38	4.9402536e-36	6.706377e-34	8.7192564e-32	1.0995559e-29	1.3626699e-27	1.6820969e-25	2.0969701e-23	2.678592e-21	3.560222e-19	5.0062645e-17	7.580777e-15	1.2588246e-12	2.3320618e-10	4.888778e-08	1.1701127e-05	0.003203256	0.9967856
patient1	p1_t2		1	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3e-44	6.91e-43	3.3913e-41	1.546692e-39	6.5729384e-38	2.6112876e-36	9.729876e-35	3.4111362e-33	9.933152e-33	3.1390624e-31	9.434537e-30	2.7060967e-28	7.433198e-27	1.9624936e-25	4.9988995e-24	1.2334466e-22	2.9607945e-21	6.945172e-20	1.5996519e-18	1.4933e-17	2.841397e-16	8.013068e-15	1.8703657e-13	4.418277e-12	1.0611402e-10	2.6011528e-09	6.527363e-08	1.6804071e-06	4.4433928e-05	0.0012072504	0.0336916	0.9650569
patient1	p1_t3		1	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25e-43	4.8024e-41	1.6057862e-38	4.7342425e-36	1.24866015e-33	2.9966859e-31	6.671208e-29	8.0889946e-36	2.1008438e-32	1.1780324e-29	7.5735046e-27	3.15616e-24	3.2182304e-21	2.341479e-18	4.8193337e-15	1.3392868e-11	4.7868927e-08	0.00020615009	0.999794
patient1	p1_t1		2	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3e-45	4.04e-43	5.0298e-41	0.0	0.0	0.0	1e-45	6.9e-44	3.903e-42	1.977e-40	9.004003e-39	3.7118818e-37	1.394979e-35	4.815299e-34	1.5394042e-32	4.6002167e-31	1.2987108e-29	3.506695e-28	9.186236e-27	2.373395e-25	6.163664e-24	1.6441243e-22	4.6152336e-21	1.4000496e-19	4.7208864e-18	1.8205797e-16	8.250135e-15	4.4989598e-13	3.0077912e-11	2.4951095e-09	2.5796433e-07	3.3123564e-05	0.0052245483	0.994742
patient1	p1_t2		2	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2e-44	2.682e-42	3.05953e-40	0.0	0.0	0.0	0.0	0.0	8e-45	3.95e-43	1.5276e-41	5.24893e-40	1.612317e-38	4.4438627e-37	1.10314046e-35	2.4755663e-34	5.0408324e-33	9.348475e-32	1.5849672e-30	2.4662883e-29	3.5363697e-28	4.692282e-27	5.786931e-26	6.664405e-25	7.202673e-24	7.343756e-23	7.103521e-22	6.557793e-21	5.8141646e-20	4.983775e-19	4.158911e-18	3.403002e-17	2.7504277e-16	2.2123344e-15	1.7842585e-14	1.4536447e-13	2.0328512e-13	1.1722016e-12	1.5291957e-11	1.4015629e-10	1.3442557e-09	1.3573084e-08	1.4510785e-07	1.6514102e-06	2.0106634e-05	0.00026308474	0.0037136597	0.056723	0.9392769
patient1	p1_t3		2	0.23	0.21	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.027757e-38	8.223968e-28	2.8102396e-19	6.021985e-39	1.046392e-32	2.5621018e-27	1.203124e-22	1.3767733e-18	4.642086e-15	5.3737388e-12	2.4202995e-09	4.7038176e-07	6.255248e-13	0.0019919688	0.049714383	0.7056037	0.0008801153	0.0046166494	0.015565227	0.034801953	0.053048827	0.05650078	0.042980906	0.023816306	0.009784339	0.00054052164	0.00012785925	2.3420305e-05	3.361784e-06	3.822893e-07	3.4782204e-08	2.5551368e-09	1.5281701e-10	7.498531e-12	3.0399476e-13	9.622672e-15	2.7139184e-16	6.438917e-18	1.2916769e-19	2.2012914e-21	3.2009757e-23	3.9878102e-25	4.272355e-27	3.9499674e-29	3.1615833e-31	2.1975108e-33	1.3300426e-35	7.0280477e-38	3.24992e-40	1.319e-42	4e-45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
patient1	p1_t1		3	0.68	0.67	0.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4e-45	4.095e-42	2.675627e-39	1.2864532e-36	4.62151e-34	1.847912e-36	3.8640097e-34	6.2810595e-32	8.027907e-30	8.152439e-28	6.642726e-26	4.3825795e-24	2.3611624e-22	1.04708125e-20	3.8506196e-19	1.1824744e-17	3.052132e-16	6.662278e-15	1.2369863e-13	1.9642144e-12	2.6810897e-11	3.1610622e-10	3.233941e-09	2.8832819e-08	2.2493698e-07	1.5414637e-06	1.351884e-06	4.977788e-05	0.00023615983	0.0009975829	0.0037632016	0.012713373	0.03856724	0.10532889	0.25959593	0.57874453	1.1458547e-14	2.7169784e-13	4.8313214e-13	7.9243453e-13	1.2029006e-12	1.6953785e-12	2.2254917e-12	2.7290188e-12	3.1349762e-12	3.3826906e-12	3.436904e-12	3.2957703e-12	2.9893848e-12	2.5698835e-12	2.097846e-12	1.6289625e-12	1.205096e-12	8.507356e-13	5.740182e-13	3.7090253e-13	2.3008437e-13	1.3749765e-13	7.953323e-14	4.481982e-14	2.4818795e-14	1.3652909e-14	7.561398e-15	4.28289e-15	2.5254378e-15	1.5803907e-15	1.0708726e-15
patient1	p1_t2		3	0.4	0.37	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5e-44	9.58376e-39	4.28104e-40	5.0446913e-36	2.0267068e-32	3.295767e-29	2.4787327e-26	9.583724e-24	2.074266e-21	2.6946236e-19	2.2258936e-17	1.2271106e-15	4.7033703e-14	1.2978455e-12	2.65699e-11	4.1418607e-10	5.029331e-09	4.852612e-08	3.7863052e-07	2.4265896e-06	1.2952337e-05	5.8297333e-05	0.0002237418	0.0007396035	0.0021249582	0.0053503634	0.011894868	0.023509853	0.041569464	0.06613503	0.09517451	0.12449611	0.14869231	0.16283068	0.16412406	0.15281071	1.5809475e-05	7.567929e-05	5.6613313e-05	3.9596107e-05	2.5958649e-05	1.5990097e-05	9.274927e-06	5.0768153e-06	2.627575e-06	1.2882605e-06	5.993848e-07	6.877549e-12	2.8965823e-12	1.1632392e-12	4.4606633e-13	1.6355369e-13	5.7414055e-14	1.9319978e-14	6.2392985e-15	1.9359141e-15	5.7776514e-16	1.6602322e-16	4.5982497e-17	1.2287207e-17	3.1707957e-18	7.9095527e-19	1.9090985e-19	4.4628772e-20	1.0114455e-20	2.22448e-21	4.752697e-22	9.875321e-23	1.9978463e-23	3.9403007e-24	7.5864083e-25	1.4280673e-25	2.6325848e-26	4.7615586e-27	8.467597e-28	1.4839844e-28	2.569724e-29	4.4096156e-30	7.5226974e-31	1.2803515e-31	2.1822831e-32	2.5903478e-33	6.472529e-34	1.1358293e-34	2.0297599e-35	3.7087274e-36	6.9543645e-37	1.3426222e-37	2.6762096e-38	5.518964e-39	1.179187e-39	2.6124e-40	6.0018e-41
patient1	p1_t3		3	0.09	0.09	0.09	0.0	0.0	1e-44	3.1070764e-30	8.783368e-21	4.030133e-14	3.1396006e-09	1.4524202e-05	0.008423503	0.9915633	1.623057e-20	1.9208009e-19	9.634369e-19	2.3353952e-18	3.0294055e-18	2.2796777e-18	1.061962e-18	3.2293015e-19	6.6976304e-20	0.0	1.0523344e-21	8.441784e-23	5.189118e-24	2.4922448e-25	9.512212e-27	2.9279535e-28	7.3631695e-30	1.5301604e-31	2.6544683e-33	3.8783763e-35	4.8111975e-37	5.103351e-39	4.6582e-41	3.69e-43	3e-45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
patient1	p1_t1		4	0.01	0.01	0.01	0.0	0.97756565	0.02193655	0.00048684468	1.0685276e-05	2.3191309e-07	4.9771036e-09	1.05612255e-10	2.2156866e-12	4.595442e-14	9.421945e-16	1.9095082e-17	3.825014e-19	7.572719e-21	1.4816471e-22	2.8646756e-24	5.4728976e-26	1.0319221e-27	1.9244583e-29	3.54559e-31	6.4526375e-33	1.1599472e-34	2.059467e-36	3.6111932e-38	6.25287e-40	1.069e-41	1.81e-43	3e-45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
