Patient_ID	Sample_ID	Sample_Alias	Cluster_ID	postDP_ccf_mean	postDP_ccf_CI_low	postDP_ccf_CI_high	postDP_ccf_0.0	postDP_ccf_0.01	postDP_ccf_0.02	postDP_ccf_0.03	postDP_ccf_0.04	postDP_ccf_0.05	postDP_ccf_0.06	postDP_ccf_0.07	postDP_ccf_0.08	postDP_ccf_0.09	postDP_ccf_0.1	postDP_ccf_0.11	postDP_ccf_0.12	postDP_ccf_0.13	postDP_ccf_0.14	postDP_ccf_0.15	postDP_ccf_0.16	postDP_ccf_0.17	postDP_ccf_0.18	postDP_ccf_0.19	postDP_ccf_0.2	postDP_ccf_0.21	postDP_ccf_0.22	postDP_ccf_0.23	postDP_ccf_0.24	postDP_ccf_0.25	postDP_ccf_0.26	postDP_ccf_0.27	postDP_ccf_0.28	postDP_ccf_0.29	postDP_ccf_0.3	postDP_ccf_0.31	postDP_ccf_0.32	postDP_ccf_0.33	postDP_ccf_0.34	postDP_ccf_0.35	postDP_ccf_0.36	postDP_ccf_0.37	postDP_ccf_0.38	postDP_ccf_0.39	postDP_ccf_0.4	postDP_ccf_0.41	postDP_ccf_0.42	postDP_ccf_0.43	postDP_ccf_0.44	postDP_ccf_0.45	postDP_ccf_0.46	postDP_ccf_0.47	postDP_ccf_0.48	postDP_ccf_0.49	postDP_ccf_0.5	postDP_ccf_0.51	postDP_ccf_0.52	postDP_ccf_0.53	postDP_ccf_0.54	postDP_ccf_0.55	postDP_ccf_0.56	postDP_ccf_0.57	postDP_ccf_0.58	postDP_ccf_0.59	postDP_ccf_0.6	postDP_ccf_0.61	postDP_ccf_0.62	postDP_ccf_0.63	postDP_ccf_0.64	postDP_ccf_0.65	postDP_ccf_0.66	postDP_ccf_0.67	postDP_ccf_0.68	postDP_ccf_0.69	postDP_ccf_0.7	postDP_ccf_0.71	postDP_ccf_0.72	postDP_ccf_0.73	postDP_ccf_0.74	postDP_ccf_0.75	postDP_ccf_0.76	postDP_ccf_0.77	postDP_ccf_0.78	postDP_ccf_0.79	postDP_ccf_0.8	postDP_ccf_0.81	postDP_ccf_0.82	postDP_ccf_0.83	postDP_ccf_0.84	postDP_ccf_0.85	postDP_ccf_0.86	postDP_ccf_0.87	postDP_ccf_0.88	postDP_ccf_0.89	postDP_ccf_0.9	postDP_ccf_0.91	postDP_ccf_0.92	postDP_ccf_0.93	postDP_ccf_0.94	postDP_ccf_0.95	postDP_ccf_0.96	postDP_ccf_0.97	postDP_ccf_0.98	postDP_ccf_0.99	postDP_ccf_1.0
patient2	p2_t1		1	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3e-45	7.50063e-40	2.6184522e-34	9.483507e-29	3.5624428e-23	1.3867679e-17	5.5880387e-12	2.3273342e-06	1.0
patient2	p2_t2		1	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4143532e-37	8.299729e-29	1.0451503e-19	2.517826e-10	1.0
patient2	p2_t3		1	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5e-44	6.069e-42	5.90588e-40	5.1012707e-38	3.9290196e-36	2.7108413e-34	1.6827519e-32	9.4378805e-31	4.8028916e-29	2.2267315e-27	9.4433423e-26	3.625519e-24	1.3042014e-22	4.3407244e-21	1.342143e-19	3.8695873e-18	1.0442951e-16	2.6479592e-15	4.7744838e-30	1.7865613e-28	8.3424265e-28	3.0932934e-26	1.1256898e-24	4.0351756e-23	1.4301309e-21	5.0275576e-20	1.758832e-18	2.6983587e-18	1.005316e-16	3.7672434e-15	1.4232792e-13	5.432708e-12	2.099185e-10	8.225365e-09	3.2728013e-07	1.3239781e-05	0.0005450915	0.022855828	0.9765817
patient2	p2_t1		2	0.67	0.45	0.99	1e-40	1.7790456e-29	7.567047e-24	1.3603531e-20	2.6079468e-18	1.4662904e-16	3.794126e-15	5.7460066e-14	5.878885e-13	4.4575103e-12	2.6680814e-11	1.3188306e-10	5.5656324e-10	2.0566022e-09	6.786215e-09	2.0309923e-08	5.5827126e-08	1.4239515e-07	3.3990167e-07	7.6473793e-07	1.631514e-06	3.3175772e-06	6.45839e-06	1.2082788e-05	2.1797214e-05	3.8027814e-05	6.4326625e-05	0.00010574662	0.00016928457	0.00026438507	0.0004034951	0.00060264964	0.00088206097	0.0012666815	0.0017867008	0.0024779355	0.0033820851	0.0045467676	0.0060253846	0.00787665	0.010163964	0.0066073555	0.008322607	0.010365735	0.0127721485	0.015575836	0.018808268	0.022497263	0.026666041	0.031331945	0.016496137	0.019572878	0.022444738	0.025544746	0.028862081	0.03238182	0.036084622	0.03994722	0.0077905366	0.008516974	0.009255595	0.010000052	0.010743664	0.011479536	0.012200712	0.012900243	0.013571345	0.014207546	0.014802675	0.015351094	0.015847728	0.01628813	0.016668573	0.016986053	0.017238347	0.017424058	0.017542506	0.01759384	0.017578946	0.017499361	0.01735737	0.017155739	0.016897835	0.016587477	0.016228808	0.01582634	0.0153848035	0.014909074	0.014404126	0.013874987	0.013326633	0.012763953	0.0121917445	0.0116146095	0.011036993	0.010463087	0.009896922	0.009342227	0.008802581	0.00828131	0.007781582
patient2	p2_t2		2	0.84	0.67	1.0	1e-40	1e-40	1e-40	1.00222e-40	1.6130184e-38	8.7103e-35	9.235756e-32	3.1697015e-29	4.7627577e-27	3.8071842e-25	1.849377e-23	6.002451e-22	1.3961715e-20	2.454456e-19	7.6491963e-20	8.621841e-19	8.121905e-18	6.533935e-17	4.57008e-16	2.8210828e-15	1.556531e-14	7.759784e-14	3.5280427e-13	1.4747358e-12	5.7074987e-12	2.0578204e-11	6.949669e-11	2.2090765e-10	6.6376377e-10	1.8925288e-09	5.138033e-09	1.33237394e-08	3.309421e-08	8.161417e-09	1.8737518e-08	4.1494715e-08	8.880761e-08	1.8401663e-07	3.697622e-07	7.216087e-07	1.3696157e-06	2.5314682e-06	4.5618385e-06	8.023857e-06	1.3789506e-05	2.3176828e-05	3.8131897e-05	6.146302e-05	9.713392e-05	0.00015061852	0.00022931564	0.00034302004	0.0005044266	0.0007296541	0.001038752	0.0014561365	0.0020109252	0.0027370995	0.003673432	0.004863134	0.006353159	0.008193139	0.010433951	0.013125829	0.016316209	0.020047262	0.0056760334	0.006819105	0.008104045	0.009529566	0.011090266	0.012776254	0.014573014	0.016461374	0.018417764	0.020414623	0.02242097	0.02440332	0.02632661	0.028155204	0.029854156	0.031390384	0.03273373	0.033858143	0.034742743	0.017447669	0.0357393	0.035842348	0.035689164	0.035296172	0.034689967	0.033908825	0.033005476	0.032050956	0.031141113	0.030406041	0.0300247	0.030246222	0.031421326	0.03404805	0.038837694
patient2	p2_t3		2	0.77	0.59	1.0	1e-40	8.048589e-19	1.4980772e-15	1.1775657e-13	2.533523e-12	2.6798628e-11	1.8090343e-10	8.957082e-10	3.5346506e-09	1.1728906e-08	3.394577e-08	8.7955975e-08	2.0800017e-07	4.5554802e-07	9.3458124e-07	1.8122878e-06	3.3459578e-06	8.097759e-07	1.378261e-06	2.2671948e-06	3.6171807e-06	5.6137264e-06	8.4967e-06	1.25699125e-05	1.821121e-05	2.588256e-05	3.6140173e-05	4.9643713e-05	6.716512e-05	8.959633e-05	0.00011795493	0.00015338896	0.0001971801	0.00025074245	0.00031562222	0.00039349275	0.00048614806	0.0005954945	0.00072353554	0.00087236264	0.0010441361	0.0012410674	0.001465402	0.001719391	0.002005274	0.002325258	0.0026814882	0.0030760218	0.003510817	0.0039876895	0.0045083095	0.005074168	0.0056865662	0.006346583	0.007055078	0.007812664	0.008619712	0.009476332	0.010382356	0.011337348	0.012340646	0.013391276	0.0144880405	0.015629493	0.016813956	0.01803955	0.019304192	0.020605665	0.02194154	0.023309318	0.024706408	0.02613018	0.027577976	0.02904709	0.030535003	0.03203919	0.033557255	0.035087068	0.03662665	0.038174324	0.024470275	0.02550142	0.010848393	0.01142484	0.012033261	0.012677348	0.013361298	0.014089804	0.014868167	0.015702266	0.01659865	0.017564585	0.018608123	0.019738132	0.020964377	0.022297572	0.023749499	0.025333004	0.027062165	0.028952258	0.031019973
patient2	p2_t1		3	0.49	0.48	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.82e-43	1.897795e-39	2.2466955e-36	1.6919234e-33	8.380402e-31	2.812908e-28	6.570672e-26	1.0940531e-23	1.326829e-21	1.1951117e-19	8.137847e-18	4.2573464e-16	1.736449e-14	5.596847e-13	1.4432475e-11	3.0116273e-10	5.139023e-09	7.240307e-08	5.922481e-07	5.8798705e-06	4.9081915e-05	0.00034934262	0.0021343902	0.011263811	0.051647272	0.2068803	0.7276688	2.3090755e-19	4.7608773e-16	1.1656938e-15	2.5508342e-15	5.007454e-15	8.850055e-15	1.41294066e-14	2.0443674e-14	5.343518e-15	6.4066836e-15	7.021511e-15	7.052543e-15	6.507922e-15	5.5300744e-15	4.3368976e-15	3.145681e-15	2.1144899e-15	1.319776e-15	7.662734e-16	4.1459896e-16	2.0938522e-16	9.8867347e-17	4.3712747e-17	1.8123744e-17	7.05665e-18	2.5835878e-18	8.906665e-19	2.894661e-19	8.879758e-20	2.5741609e-20	7.059411e-21	1.8335385e-21	4.515032e-22	1.05511945e-22	2.342411e-23	4.9451107e-24	9.937134e-25	1.902564e-25	3.474038e-26	6.0557015e-27	1.0087793e-27	1.6075841e-28	2.4536199e-29	3.5909596e-30	5.046417e-31	6.8198985e-32	8.878853e-33	1.1158045e-33	1.3567262e-34	1.6006208e-35	1.8384622e-36
patient2	p2_t2		3	0.78	0.74	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3e-43	2.63377e-40	2.1617708e-37	1.2843168e-34	5.586021e-32	1.7977381e-29	4.324382e-27	7.848335e-25	1.0842691e-22	1.1498578e-20	9.434554e-19	6.0342865e-17	3.0295372e-15	1.2019277e-13	3.792034e-12	9.570087e-11	1.9430524e-09	3.1906378e-08	4.2589414e-07	4.64356e-06	8.3149425e-06	7.218945e-05	0.0004403992	0.0022318782	0.00083739666	0.0029607762	0.00878861	0.02197185	0.046403464	0.08302725	0.12620507	0.16339877	0.18063842	0.17092328	0.13874882	0.025969483	0.0156163145	0.008108625	0.00364329	4.1360063e-16	3.3028924e-13	2.0790435e-13	1.1613453e-13	5.805273e-14	2.6285469e-14	1.0975569e-14	4.340241e-15	1.6898231e-15	6.845811e-16	3.110799e-16	1.7450665e-16	1.3528522e-16	1.6347296e-16	3.4469678e-16	1.3844436e-15
patient2	p2_t3		3	0.77	0.73	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15e-43	0.0	0.0	0.0	0.0	6e-45	1.128e-42	1.67779e-40	1.90465e-38	1.6833263e-36	1.1794908e-34	6.6585334e-33	3.0730443e-31	1.17480124e-29	3.7643885e-28	1.02198394e-26	2.3739655e-25	4.7607487e-24	8.310209e-23	1.2721885e-21	1.7197919e-20	1.263041e-19	2.2194062e-18	2.1429085e-17	1.8693428e-16	1.4802795e-15	1.0687429e-14	7.064313e-14	4.291153e-13	2.4042107e-12	1.2465419e-11	6.0001955e-11	2.6892447e-10	1.1254536e-09	4.4095114e-09	1.6215445e-08	5.6097498e-08	1.8298762e-07	5.640287e-07	1.6460141e-06	4.557047e-06	1.19902e-05	1.1373332e-05	2.7182437e-05	6.205908e-05	0.00013555364	0.000283706	0.0005697624	0.0010995034	0.0020415655	0.0036522793	0.0063033067	0.010507921	0.016940748	0.026445344	0.04002091	0.058784023	0.083899625	0.116493754	0.1575388	0.20774071	0.26742494	2.4412836e-09	3.4470193e-09	1.0415259e-09	1.4637528e-09	2.0415591e-09	2.8302105e-09	3.905776e-09	5.373993e-09	7.383359e-09	1.0834866e-09	1.5239212e-09	2.1541293e-09	3.0650473e-09	4.39688e-09	6.3689334e-09	9.329382e-09	1.3839785e-08	2.0821679e-08	3.1811584e-08	4.941794e-08	7.8149725e-08
patient2	p2_t1		4	0.49	0.49	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.5e-44	2.494528e-39	3.7073855e-35	2.9142764e-31	1.2528245e-27	3.0370561e-24	4.2705594e-21	3.5759994e-18	8.58906e-16	3.1979286e-13	6.490481e-11	8.555376e-09	7.4576434e-07	4.3719352e-05	0.0017510863	0.048631527	0.9495733	0.0	2.1706e-41	1.58762e-40	8.56056e-40	3.438457e-39	1.0386657e-38	2.3813055e-38	4.179576e-38	3.77158e-40	3.97424e-40	3.2814e-40	2.13774e-40	1.10624e-40	4.5757e-41	1.522e-41	4.095e-42	8.95e-43	1.6e-43	2.4e-44	3e-45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
patient2	p2_t2		4	0.39	0.37	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.9478e-41	2.2957515e-34	1.8542465e-28	3.496739e-23	1.6974506e-18	2.3144518e-14	2.440296e-32	1.2932576e-07	6.0598362e-05	1.1779878e-06	7.86886e-05	0.0021369157	0.024638865	0.12551658	0.29303512	0.3242366	0.17536685	0.04770328	0.006701036	0.0004980487	2.0035428e-05	4.4544535e-07	5.5812936e-09	4.0132172e-11	1.6841103e-13	4.18936e-16	6.2707347e-19	5.723844e-22	3.2275674e-25	1.1375673e-28	2.5345654e-32	3.607232e-36	3.31083e-40	2e-44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
patient2	p2_t3		4	0.18	0.18	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4671469e-38	7.916008e-35	1.9732931e-28	8.399768e-23	8.179052e-18	2.2662182e-13	2.1235984e-09	7.7382665e-06	0.0010292063	0.99896294	1.4894989e-33	1.7410474e-27	2.233284e-25	1.7658528e-23	8.981954e-22	3.0499726e-20	7.143505e-19	2.5906738e-18	3.136595e-17	2.8288296e-16	1.939773e-15	1.02973075e-14	4.3027722e-14	1.4361723e-13	3.8818834e-13	8.6015656e-13	1.5802123e-12	2.431623e-12	3.1636527e-12	3.5108865e-12	5.1894216e-14	2.7684122e-12	1.9955038e-12	1.2623375e-12	7.0501287e-13	3.495503e-13	1.5465588e-13	6.134164e-14	2.1916468e-14	7.081334e-15	2.0772655e-15	5.5539823e-16	1.3579503e-16	3.0467795e-17	6.2908397e-18	1.1990532e-18	2.115357e-19	3.4634627e-20	5.2755297e-21	7.4946325e-22	9.949737e-23	5.4914685e-26	6.418435e-27	7.054891e-28	7.3064576e-29	7.1426746e-30	6.601684e-31	5.778707e-32	4.7980476e-33	3.784246e-34	2.8394732e-35	2.0298441e-36	1.3842379e-37	9.017615e-39	5.01096e-40	3.3523e-41	1.918e-42	1.05e-43	6e-45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
patient2	p2_t1		5	0.01	0.01	0.01	0.0	0.9989058	0.0010941352	1.1823321e-06	1.2604242e-09	1.3254995e-12	1.3749856e-15	1.4068549e-18	1.4197649e-21	1.4131005e-24	1.3870095e-27	1.3425399e-30	1.2814251e-33	1.2059873e-36	1.119084e-39	1.024e-42	1e-45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
patient2	p2_t2		5	0.13	0.13	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.362e-42	6.4295474e-31	1.742089e-21	1.8445743e-13	1.3315598e-06	1.0	5.282689e-32	1.0742907e-27	5.049651e-24	6.5128688e-21	2.2569702e-20	4.3333027e-18	2.4784994e-16	6.0815276e-15	6.890883e-14	3.8430153e-13	1.1151058e-12	1.7674734e-12	1.5974006e-12	8.550465e-13	2.8037699e-13	5.804697e-14	1.3895373e-32	6.957384e-16	4.218722e-17	1.5052468e-18	4.4631154e-20	9.491973e-22	1.4698863e-23	1.6800575e-25	1.4353733e-27	9.2719135e-30	4.5766724e-32	1.743201e-34	5.169859e-37	1.203655e-39	2.217e-42	3e-45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
